Patch;Square;Plant;PlantFinnish;Monocot;Dicot;Coverage;Herbivory %;Virotic
657;1;Agrostis;rölli sp;1;0;1;0;0
657;1;Ficaria verna;mukulaleinikki;0;1;0,5;0;0
657;1;Rosa mollis;iharuusu;0;1;2;0;30
657;1;Phleum pratense;timotei;1;0;0,5;0;0
657;1;Festuca rubra;punanata;1;0;0,5;0;0
657;1;Festuca pratensis;nurminata;1;0;2;0;0
657;1;Bryobionta;sammal;0;0;70;0;0
657;1;Lichenes;jäkälät;0;0;NA;0;0
657;2;Helictotrichon pubescens;mäkikaura;1;0;4;0;1
657;2;Briza media;niittyräpelö;0;1;1;0;0
657;2;Dactylis glomerata;koiranheinä;1;0;1;100;0
657;2;etelänAnthoxanthum odoratum;eteläntuoksusimake;1;0;0,5;0;0
657;2;Festuca pratensis;nurminata;1;0;0,5;0;0
657;2;Trifolium medium;metsäapila;0;1;8;90;0
657;2;Primula veris;kevätesikko;0;1;4;40;0
657;2;Filipendula vulgaris;sikoangervo;0;1;4;0;0
657;2;Plantago lanceolata;heinäratamo;0;1;1;100;0
657;2;Galium boreale;ahomatara;0;1;1;30;0
657;2;Galium verum;keltamatara;0;1;1;0;0
657;2;Anemone nemorosa;valkovuokko;0;1;1;0;0
657;2;Pimpinella saxifraga;ahopukinjuuri;0;1;0,5;0;0
657;2;Ficaria verna;mukulaleinikki;0;1;0,5;0;0
657;2;Bryobionta;sammal;0;0;3;0;0
657;2;Festuca rubra;punanata;1;0;0,5;0;0
657;2;Lichenes;jäkälät;0;0;0;0;0
657;3;Filipendula vulgaris;sikoangervo;0;1;3;0;0
657;3;Plantago lanceolata;heinäratamo;0;1;1;100;0
657;3;Allium schoenoprasum;ruoholaukka;1;0;0,25;0;0
657;3;Ranunculus bulbosus;mäkileinikki;0;1;0,5;0;0
657;3;Helictotrichon pubescens;mäkikaura;1;0;0,5;0;0
657;3;Alchemilla sp;poimulehti sp;0;1;1;10;10
657;3;Fragaria vesca;ahomansikka;0;1;0,5;100;0
657;3;Galium verum;keltamatara;0;1;1;0;0
657;3;Anthoxanthum odoratum;eteläntuoksusimake;1;0;0,5;0;0
657;3;Festuca ovina;lampaannata;1;0;0,5;0;0
657;3;Bryobionta;sammal;0;0;NA;NA;NA
657;3;Lichenes;jäkälät;0;0;NA;NA;NA
4193;1;Helianthemum nummularium;ketopäivännouto;0;1;2;5;0
4193;1;Plantago lanceolata;heinäratamo;0;1;1;100;0
4193;1;Veronica officinalis;rohtotädyke;0;1;0,5;0;0
4193;1;Galium verum;keltamatara;0;1;1;0;0
4193;1;Viscaria vulgaris;mäkitervakko;0;1;0,5;0;0
4193;1;Filipendula vulgaris;sikoangervo;0;1;2;0;0
4193;1;Ranunculus bulbosus;mäkileinikki;0;1;0,5;0;0
4193;1;Achillea millefolium;siankärsämö;0;1;0;0;0
4193;1;Veronica chamaedrys;nurmitädyke;0;1;1;0;0
4193;1;Pilosella officinarum;huopakeltano;0;1;1;0;0
4193;1;Potentilla argentea;hopeahanhikki;0;1;0,5;0;0
4193;1;Phleum pratense;timotei;1;0;1;0;0
4193;1;Dactylis glomerata;koiranheinä;1;0;0,5;0;0
4193;1;Pimpinella saxifraga;ahopukinjuuri;0;1;0,5;0;0
4193;1;Poa pratensis;niittynurmikka;0;1;1;0;0
4193;1;Bryobionta;sammal;0;NA;NA;0;0
4193;1;Lichenes;jäkälät;0;NA;NA;0;0
4193;2;Pimpinella saxifraga;ahopukinjuuri;0;1;2;30;10
4193;2;Plantago lanceolata;heinäratamo;0;1;1;100;5
4193;2;Achillea millefolium;siankärsämö;0;1;4;0;0
4193;2;Galium verum;keltamatara;0;1;2;0;0
4193;2;Pilosella officinarum;huopakeltano;0;1;2;0;90
4193;2;Anemone nemorosa;valkovuokko;0;1;0,25;0;0
4193;2;Veronica chamaedrys;nurmitädyke;1;0;0,5;50;0
4193;2;Hypericum maculatum;särmäkuisma;0;1;0,5;50;50
4193;2;Helianthemum nummularium;ketopäivännouto;0;1;3;10;0
4193;2;Saxifraga granulata;papelorikko;0;1;0,01;0;0
4193;2;Veronica officinalis;rohtotädyke;0;1;0,5;0;0
4193;2;Dactylis glomerata;koiranheinä;1;0;2;0;0
4193;2;Agrostis;rölli sp;1;0;0,5;0;0
4193;2;Bryobionta;sammal;0;0;1;;0
4193;3;Ranunculus bulbosus;mäkileinikki;0;1;2;0;0
4193;3;Fragaria vesca;ahomansikka;0;1;3;25;0
4193;3;Geranium molle;pehmytkurjenpolvi;0;1;0,1;0;0
4193;3;Dactylis glomerata;koiranheinä;1;0;1;0;0
4193;3;Plantago lanceolata;heinäratamo;0;1;2;100;5
4193;3;Veronica officinalis;rohtotädyke;0;1;1;0;0
4193;3;Veronica chamaedrys;nurmitädyke;0;1;1;0;0
4193;3;Galium verum;keltamatara;0;1;1;0;0
4193;3;Vicia tetrasperma;mäkivirvilä;1;0;0,25;0;0
4193;3;Myosotis ramosissima;mäkilemmikki;0;1;0,25;100;0
4193;3;Bryobionta;sammalet;0;0;60;0;0
4193;3;Sedum album;valkomaksaruoho;0;1;0,1;0;0
4193;3;Stellaria graminea;heinätähtimö;0;1;0,5;0;0
4193;3;Festuca ovina;lampaannata;1;0;0,5;0;0
4193;3;Poa pratensis;niittynurmikka;1;0;0,5;0;0
4193;3;galium sp;matara sp;0;1;0;0;0
4193;4;Plantago lanceolata;heinäratamo;0;1;4;80;20
4193;4;Stellaria graminea;heinätähtimö;0;1;1;0;0
4193;4;Ranunculus bulbosus;mäkileinikki;0;1;3;50;0
4193;4;Ranunculus repens;rönsyleinikki;0;1;0,5;50;0
4193;4;Rubus saxatilis;lillukka;0;1;1;0;50
4193;4;Veronica chamaedrys;nurmitädyke;0;1;1;0;0
4193;4;Bryobionta;sammalet;0;0;50;0;0
4193;4;Anthoxanthum odoratum;eteläntuoksusimake;1;0;1;0;0
4193;4;Dactylis glomerata;koiranheinä;1;0;1;0;10
4193;4;Poa pratensis;niittynurmikka;1;0;0,1;0;0
4193;4;Lichenes;jäkälät;0;0;0;0;
3225;1;Plantago lanceolata;heinäratamo;0;1;2;100;10
3225;1;Trifolium medium;metsäapila;0;1;1;50;0
3225;1;Alchemilla sp;poimulehti sp;0;1;4;0;0
3225;1;Achillea millefolium;siankärsämö;0;1;1;0;0
3225;1;Bryobionta;sammal;0;0;90;0;0
3225;1;Galium verum;keltamatara;0;1;1;0;0
3225;1;Galium album;paimenmatara;0;1;2;0;0
3225;1;Primula veris;kevätesikko;0;1;3;50;0
3225;1;Trifolium pratense;puna-apila;0;1;1;100;0
3225;1;Aegopodium podagraria;vuohenputki;0;1;3;0;0
3225;1;Vicia sepium;aitovirna;0;1;0,5;0;0
3225;1;Lathyrus pratensis;niittynätkelmä;0;1;1;0;0
3225;1;Ranunculus bulbosus;mäkileinikki;0;1;0,5;0;0
3225;1;Veronica chamaedrys;nurmitädyke;0;1;0,5;0;0
3225;1;Viola riviniana;metsäorvokki;0;1;0,5;0;0
3225;1;Taraxacum spp;voikukka sp;0;1;0,5;0;0
3225;1;Dactylis glomerata;koiranheinä;1;0;1;0;0
3225;1;Potentilla crantzii;keväthanhikki;0;1;0,5;50;0
3225;1;Geum rivale;ojakellukka;0;1;0,5;0;0
3225;1;Rosa dumalis;orjanruusu;0;1;2;50;0
3225;1;Pyrola media;kellotalvikki;0;1;1;50;0
3225;1;Helictotrichon pratense;ahdekaura;1;0;1;0;0
3225;1;festuca sp;nata sp;1;0;0,5;0;
3225;2;Plantago lanceolata;heinäratamo;0;1;0,5;100;20
3225;2;Pilosella officinarum;huopakeltano;0;1;60;20;95
3225;2;Pimpinella saxifraga;ahopukinjuuri;0;1;1;0;0
3225;2;Achillea millefolium;siankärsämö;0;1;2;0;0
3225;2;Galium verum;keltamatara;0;1;2;0;0
3225;2;Fragaria vesca;ahomansikka;0;1;2;50;0
3225;2;Polygala vulgaris;isolinnunruoho;0;1;0,01;0;0
3225;2;Trifolium pratense;puna-apila;0;1;1;100;0
3225;2;Lathyrus pratensis;niittynätkelmä;0;1;1;0;0
3225;2;Potentilla crantzii;keväthanhikki;0;1;0,1;0;0
3225;2;Potentilla erecta;rätvänä;0;1;0,5;0;0
3225;2;Potentilla reptans;suikerohanhikki;0;1;0,5;0;0
3225;2;juncus sp;vihvilä sp;1;0;0,25;0;0
3225;2;Helictotrichon pratense;ahdekaura;1;0;0,5;0;0
3225;2;Agrimonia eupatoria;maarianverijuuri;0;1;1;0;0
3225;2;Bryobionta;sammal;0;0;NA;0;0
3225;2;Lichenes;jäkälät;0;0;NA;NA;NA
3225;3;Plantago lanceolata;heinäratamo;0;1;2;100;0
3225;3;Achillea millefolium;siankärsämö;0;1;2;0;10
3225;3;Trifolium pratense;puna-apila;0;1;1;60;0
3225;3;Trifolium medium;metsäapila;0;1;0,5;90;0
3225;3;Primula veris;kevätesikko;0;1;1;0;0
3225;3;Pimpinella saxifraga;ahopukinjuuri;0;1;1;0;0
3225;3;Alchemilla sp;poimulehti sp;0;1;1;0;0
3225;3;Hypericum maculatum;särmäkuisma;0;1;1;0;0
3225;3;Potentilla reptans;suikerohanhikki;0;1;2;30;0
3225;3;Agrostis;rölli sp;1;0;0,5;0;0
3225;3;Alopecurus pratensis;nurmipuntarpää;1;0;1;20;20
3225;3;Deschampsia flexuosa;metsälauha;1;0;0,5;0;0
3225;3;Anthoxanthum odoratum;eteläntuoksusimake;1;0;0,1;0;0
3225;3;Bryobionta;sammal;0;0;0,5;0;0
3225;3;Lichenes;jäkälät;0;0;0;;0
3225;4;Alopecurus pratensis;nurmipuntarpää;1;0;10;0;0
3225;4;Trifolium medium;metsäapila;0;1;2;50;0
3225;4;Equisetum arvense;peltokorte;0;0;0,5;0;0
3225;4;Lathyrus pratensis;niittynätkelmä;0;1;NA;NA;NA
3225;4;Rubus idaeus;vadelma;0;1;2;100;0
3225;4;Dactylis glomerata;koiranheinä;1;0;70;0;0
3225;4;Ranunculus repens;rönsyleinikki;0;1;0,25;0;0
3225;4;Bryobionta;sammal;0;0;10;0;0
3225;4;Geum rivale;ojakellukka;0;1;1;0;0
3225;4;Heracleum sphondylium;etelänukonputki;0;1;2;0;0
3225;4;poa sp;nurmikka sp;1;0;1;0;0
3222;1;Plantago lanceolata;heinäratamo;0;1;3;80;50
3222;1;Trifolium medium;metsäapila;0;1;3;20;0
3222;1;Medicago lupulina;nurmimailanen;0;1;1;100;0
3222;1;Achillea millefolium;siankärsämö;0;1;0,1;0;0
3222;1;Pinus sylvestris;metsämänty;0;1;7;0;0
3222;1;Galium album;paimenmatara;0;1;0,5;0;0
3222;1;potentilla sp;hanhikki sp;0;1;0,5;0;0
3222;1;Agrostis;rölli sp;1;0;0,5;0;0
3222;1;Anthoxanthum odoratum;tuoksusimake;1;0;0,1;0;0
3222;1;Dactylis glomerata;koiranheinä;1;0;1;60;0
3222;1;Festuca rubra;punanata;1;0;1;0;0
3222;2;Pilosella officinarum;huopakeltano;0;1;30;10;100
3222;2;Centaurea jacea;ahdekaunokki;0;1;0,5;100;100
3222;2;Plantago lanceolata;heinäratamo;0;1;1;100;100
3222;2;Tanacetum vulgare;pietaryrtti;0;1;0,2;100;0
3222;2;Achillea millefolium;siankärsämö;0;1;0,5;0;0
3222;2;Pinus sylvestris;metsämänty;0;1;1;0;0
3222;2;Dactylis glomerata;koiranheinä;1;0;0,5;0;0
3222;2;Agrostis;rölli sp;1;0;0,5;0;0
3222;2;juncus sp;juncus sp;1;0;0,1;0;0
3222;2;Trifolium medium;metsäapila;0;1;2;50;0
3222;2;Bryobionta;sammal;0;0;9;0;0
3222;2;Anthoxanthum odoratum;eteläntuoksusimake;1;0;0,1;0;0
3222;3;Plantago lanceolata;heinäratamo;0;1;1;50;0
3222;3;Fragaria vesca;ahomansikka;0;1;2;10;0
3222;3;Betula pubescens;hieskoivu;0;1;3;20;0
3222;3;Pilosella officinarum;huopakeltano;0;1;0,5;0;0
3222;3;Pinus sylvestris;metsämänty;0;1;0,25;0;0
3222;3;Vaccinium myrtillus;mustikka;0;1;1;0;0
3222;3;Hypericum maculatum;särmäkuisma;0;1;0,25;0;0
3222;3;salix sp;paju sp;0;1;0,25;50;0
3222;3;Achillea millefolium;siankärsämö;0;1;0,1;0;0
3222;3;Picea abies;metsäkuusi;0;1;0,1;0;0
3222;3;Calluna vulgaris;kanerva;0;1;1;0;0
3222;3;Bryobionta;sammal;0;0;1;0;0
3222;3;Rumex acetosella;ahosuolaheinä;0;1;0,1;0;0
3222;3;Anthoxanthum odoratum;eteläntuoksusimake;1;0;2;0;0
3222;3;juncus sp;juncus sp;1;0;1;0;0
3222;3;Scorzoneroides autumnalis;syysmaitiainen;0;1;1;0;100
3222;3;Centaurea jacea;ahdekaunokki;0;1;1;0;0
3222;3;Hieracium sp;ukonkeltano sp;0;1;0,5;0;0
3222;3;Allium scorodoprasum;metsälaukka;1;0;0,5;0;0
3222;4;Plantago lanceolata;heinäratamo;0;1;0,5;100;0
3222;4;Potentilla reptans;suikerohanhikki;0;1;30;10;10
3222;4;Pilosella officinarum;huopakeltano;0;1;3;10;50
3222;4;Scorzoneroides autumnalis;syysmaitiainen;0;1;0,1;50;0
3222;4;Rumex acetosella;ahosuolaheinä;0;1;0,1;0;0
3222;4;Hieracium sp;ukonkeltano sp;0;1;0,5;0;0
3222;4;Pinus sylvestris;metsämänty;0;1;1;0;0
3222;4;Taraxacum spp;voikukka sp;0;1;0,5;0;0
3222;4;senecio sp;villakko sp;0;1;0,1;0;0
3222;4;Thlaspi caerulescens ssp. caerulescens;ketokevättaskuruoho;0;1;0,1;0;0
3222;4;Bryobionta;sammal;0;0;1;0;0
3222;4;ragopogon pratensis ssp. pratensis;isopukinparta;0;1;0,5;0;0
3222;4;Deschampsia flexuosa;metsälauha;1;0;NA;NA;NA
3222;5;Plantago lanceolata;heinäratamo;0;1;2;0;0
3222;5;Ragopogon pratensis ssp. pratensis;isopukinparta;0;1;1;0;0
3222;5;Deschampsia flexuosa;metsälauha;1;0;5;0;0
3222;5;Achillea millefolium;siankärsämö;0;1;0,1;0;0
3222;5;Potentilla reptans;suikerohanhikki;0;1;2;0;0
3222;5;Juniperus communis;kataja;0;1;0,5;0;0
3222;5;Agrostis;rölli sp;1;0;4;0;0
3222;5;Poa pratensis;niittynurmikka;1;0;1;0;0
3222;5;Bryobionta;sammal;0;0;0;0;0
3222;5;Agrostis;rölli sp;1;0;2;0;0
3222;5;Hieracium sp;ukonkeltano sp;0;1;1;0;0
950;1;Plantago lanceolata;heinäratamo;0;1;2;100;25
950;1;Tussilago farfara;leskenlehti;0;1;25;30;0
950;1;Galium verum;keltamatara;0;1;2;10;0
950;1;Trifolium pratense;puna-apila;0;1;2;100;50
950;1;Achillea millefolium;siankärsämö;0;1;2;0;0
950;1;Agrostis;rölli sp;1;0;2;0;0
950;1;Ranunculus repens;rönsyleinikki;0;1;2;50;0
950;1;Myosotis arvensis;peltolemmikki;0;1;0,25;100;0
950;1;Stellaria graminea;heinätähtimö;0;1;0,1;0;0
950;1;Veronica chamaedrys;nurmitädyke;0;1;0,1;0;0
950;1;Phleum pratense;timotei;1;0;0,1;20;0
950;1;Bryobionta;sammal;0;0;0,5;0;0
950;2;Trifolium medium;metsäapila;0;1;50;10;5
950;2;Plantago lanceolata;heinäratamo;0;1;1;100;0
950;2;Helictotrichon pratense;ahdekaura;1;0;0,5;0;0
950;2;Dactylis glomerata;koiranheinä;1;0;0,1;0;0
950;2;Anthriscus sylvestris;koiranputki;0;1;2;0;0
950;2;Ranunculus polyanthemos;aholeinikki;0;1;1;10;0
950;2;Tanacetum vulgare;pietaryrtti;0;1;1;0;0
950;2;Galium verum;keltamatara;0;1;1;0;0
950;2;Veronica officinalis;rohtotädyke;0;1;0,1;0;0
950;2;Achillea millefolium;siankärsämö;0;1;0,5;0;0
950;2;Phleum pratense;timotei;1;0;0,1;0;0
950;2;Campanula persicifolia;kurjenkello;0;1;0,1;0;0
950;2;Bryobionta;sammal;0;0;30;0;0
950;2;Leontodon hispidus;kesämaitiainen;0;1;0,5;0,5;0
950;2;Hieracium sp;ukonkeltano sp;0;1;0,5;0;0
950;3;Viscaria vulgaris;mäkitervakko;0;1;5;0;0,5
950;3;Filipendula vulgaris;sikoangervo;0;1;0,5;0;0
950;3;Plantago lanceolata;heinäratamo;0;1;0,5;0;0
950;3;Festuca rubra;punanata;1;0;5;0;0
950;3;Deschampsia flexuosa;metsälauha;1;0;1;0;0
950;3;Agrostis;rölli sp;1;0;1;0;0
950;3;Dactylis glomerata;koiranheinä;1;0;0,5;0;20
950;4;Anthriscus sylvestris;koiranputki;0;1;20;0;0
950;4;Trifolium medium;metsäapila;0;1;50;75;0
950;4;Dactylis glomerata;koiranheinä;1;0;3;0;0
950;4;Ranunculus polyanthemos;aholeinikki;0;1;1;0;0
950;4;Scorzoneroides autumnalis;syysmaitiainen;0;1;1;100;100
950;4;Anemone nemorosa;valkovuokko;0;1;2;100;0
950;4;Fragaria vesca;ahomansikka;0;1;1;100;0
950;4;Festuca pratensis;nurminata;1;0;1;0;0
950;4;Agrostis;rölli sp;1;0;1;0;0
9150;1;Plantago lanceolata;heinäratamo;0;1;2;80;0
9150;1;Geranium sanguineum;verikurjenpolvi;0;1;2;0;0
9150;1;Vincetoxicum hirundinaria;käärmeenpistoyrtti;0;1;3;0;0
9150;1;Galium verum;keltamatara;0;1;0,5;0;0
9150;1;Festuca ovina;lampaannata;1;0;15;0;0
9150;1;Platanthera chlorantha;keltalehdokki;0;1;0,5;0;0
9150;1;Luzula sp;piippo sp;1;0;0,1;0;0
9150;1;Vicia tetrasperma;mäkivirvilä;1;0;0,1;0;0
9150;1;Bryobionta;sammalet;0;0;2;0;0
9150;1;Poa angustifolia;hoikkanurmikka;1;0;0,5;0;20
9150;1;Hypericum perforatum;mäkikuisma;0;1;0,1;0;0
9150;2;Plantago lanceolata;heinäratamo;0;1;3;50;5
9150;2;Geranium sanguineum;verikurjenpolvi;0;1;4;10;0
9150;2;Achillea millefolium;siankärsämö;0;1;5;0;0
9150;2;Trifolium medium;metsäapila;0;1;10;100;0
9150;2;Vincetoxicum hirundinaria;käärmeenpistoyrtti;0;1;0,5;0;0
9150;2;Hypericum perforatum;mäkikuisma;0;1;2;10;100
9150;2;Poaceae sp;heinä sp;1;0;3;0;0
9150;2;Dactylis glomerata;koiranheinä;1;0;1;50;0
9150;2;Fragaria vesca;ahomansikka;0;1;0,5;0;0
9150;2;Orchidaceae;kämmekkä sp;0;1;0,5;0;0
9150;2;Myosotis ramosissima;mäkilemmikki;0;1;0,5;0;0
9150;2;Trifolium pratense;puna-apila;0;1;0,5;100;0
9150;2;Festuca ovina;lampaannata;1;0;1;0;0
9150;2;Campanula persicifolia;kurjenkello;0;1;0,5;100;0
9150;2;Bryobionta;sammal;0;0;0;0;0
9150;3;Plantago lanceolata;heinäratamo;0;1;2;60;0
9150;3;Dactylis glomerata;koiranheinä;1;0;0,5;0;0
9150;3;Trifolium pratense;puna-apila;0;1;3;100;0
9150;3;Pilosella officinarum;huopakeltano;0;1;2;90;50
9150;3;Geranium sanguineum;verikurjenpolvi;0;1;1;0;0
9150;3;Galium verum;keltamatara;0;1;1;0;0
9150;3;Hypericum perforatum;mäkikuisma;0;1;0,5;0;0
9150;3;Achillea millefolium;siankärsämö;0;1;0,5;0;0
9150;3;Bryobionta;sammal;0;0;15;0;0
9150;3;Alchemilla sp;poimulehti sp;0;1;0,5;0;0
9150;3;Fragaria vesca;ahomansikka;0;1;0,5;20;0
9150;3;Vicia tetrasperma;mäkivirvilä;0;1;0,1;0;0
9150;3;Lichenes;jäkälät;0;0;2;0;0
9150;3;Picea abies;kuusi;0;1;0,1;0;0
9150;3;Veronica chamaedrys;nurmitädyke;0;1;0,5;0;0
9150;3;helovahakas;helovahakas;0;0;0,1;0;0
9150;3;Campanula persicifolia;kurjenkello;0;1;0,1;0;0
9150;3;plantago media;soikkoratamo;0;1;0,1;0;0
9150;3;Dactylis glomerata;koiranheinä;1;0;0,1;0;0
9150;3;Festuca ovina;lampaannata;1;0;5;0;0
9150;3;cerastium sp;cerastium sp;0;1;0,1;0;0
9150;3;Poaceae sp;heinä sp;1;0;0,1;0;0
9150;4;Plantago lanceolata;heinäratamo;0;1;1;50;0
9150;4;Fragaria vesca;ahomansikka;0;1;8;20;0
9150;4;plantago media;soikkoratamo;0;1;5;60;0
9150;4;Achillea millefolium;siankärsämö;0;1;7;0;0
9150;4;Hypericum perforatum;mäkikuisma;0;1;3;0;80
9150;4;Stellaria graminea;heinätähtimö;0;1;0,1;0;0
9150;4;Trifolium pratense;puna-apila;0;1;10;0;0
9150;4;Pimpinella major;isopukinjuuri;0;1;1;100;0
9150;4;Geranium sanguineum;verikurjenpolvi;0;1;5;50;0
9150;4;Trifolium repens;valkoapila;0;1;0,5;0;0
9150;4;Helictotrichon pratense;ahdekaura;1;0;1;0;0
9150;4;Poa angustifolia;hoikkanurmikka;1;0;1;0;0
9150;4;Veronica officinalis;rohtotädyke;0;1;0,1;0;0
9150;4;Bryobionta;sammal;0;0;8;0;0
9150;4;Campanula persicifolia;kurjenkello;0;1;0,5;0;0